Case ID,Activity,Complete Timestamp,Resource
3225,Resolve ticket,2011-02-14 14:20:32,Value 8
3225,Closed,2011-04-15 13:21:18,Value 5
3226,Assign seriousness,2012-06-25 08:50:24,Value 9
3226,Take in charge ticket,2012-06-25 09:19:29,Value 9
3226,Resolve ticket,2012-06-25 09:35:55,Value 9
3226,Closed,2012-08-10 09:00:32,Value 5
3227,Assign seriousness,2011-09-16 12:32:29,Value 1
3227,Take in charge ticket,2011-09-19 15:00:22,Value 6
3227,Wait,2011-09-19 15:40:28,Value 6
3227,Take in charge ticket,2011-09-21 08:18:51,Value 6
3227,Resolve ticket,2011-10-11 07:06:06,Value 6
3227,Closed,2011-10-26 07:06:28,Value 5
3228,Assign seriousness,2012-05-04 16:01:03,Value 2
3228,Take in charge ticket,2012-05-04 16:01:11,Value 2
3228,Wait,2012-05-10 07:25:17,Value 2
3228,Resolve ticket,2012-05-10 08:26:12,Value 2
3228,Closed,2012-06-07 08:00:42,Value 5
3229,Assign seriousness,2013-11-22 17:22:29,Value 14
3229,Take in charge ticket,2013-12-09 13:34:07,Value 9
3229,Wait,2013-12-09 16:33:47,Value 9
3229,Resolve ticket,2013-12-16 11:44:00,Value 9
3229,Closed,2013-12-31 11:44:14,Value 3
3230,Assign seriousness,2011-05-02 07:28:54,Value 8
3230,Take in charge ticket,2011-05-02 07:29:11,Value 8
3230,Resolve ticket,2011-05-02 08:11:08,Value 8
3230,Closed,2011-06-02 07:30:47,Value 5
3231,Assign seriousness,2012-02-20 13:44:36,Value 13
3231,Take in charge ticket,2012-02-21 08:33:11,Value 2
3231,Resolve ticket,2012-02-23 10:06:04,Value 2
3231,Closed,2012-03-22 13:50:31,Value 5
3232,Assign seriousness,2011-05-02 14:31:47,Value 8
3232,Take in charge ticket,2011-05-02 14:32:14,Value 8
3232,Resolve ticket,2011-05-11 10:40:06,Value 2
3232,Closed,2011-06-02 14:40:46,Value 5
3233,Assign seriousness,2012-04-10 14:47:09,Value 1
3233,Take in charge ticket,2012-04-10 15:18:39,Value 2
3233,Wait,2012-04-13 13:08:43,Value 2
3233,Resolve ticket,2012-04-24 12:35:42,Value 2
3233,Closed,2012-05-22 14:20:40,Value 5
3235,Assign seriousness,2010-07-06 14:23:29,Value 2
3235,Take in charge ticket,2010-07-06 14:55:06,Value 2
3235,Resolve ticket,2010-07-06 15:22:43,Value 2
3235,Closed,2010-08-06 14:30:15,Value 5
3236,Assign seriousness,2010-06-11 10:30:16,Value 15
3236,Assign seriousness,2010-06-11 10:30:41,Value 15
3236,Take in charge ticket,2010-06-14 17:00:45,Value 16
3236,Resolve ticket,2010-06-14 17:00:53,Value 16
3236,Closed,2010-07-29 10:40:25,Value 5
3237,Assign seriousness,2013-09-26 12:28:12,Value 18
3237,Take in charge ticket,2013-09-26 15:24:39,Value 14
3237,Wait,2013-10-04 10:43:31,Value 4
3237,Resolve ticket,2013-10-24 09:43:38,Value 4
3237,Closed,2013-11-08 10:43:59,Value 3
3238,Assign seriousness,2013-04-23 16:10:56,Value 14
3238,Resolve ticket,2013-05-20 10:10:09,Value 14
3238,Closed,2013-06-04 10:10:17,Value 3
3239,Assign seriousness,2011-02-25 13:18:08,Value 8
3239,Take in charge ticket,2011-02-25 13:18:27,Value 8
3239,Resolve ticket,2011-02-25 13:19:12,Value 8
3239,Closed,2011-04-01 12:20:32,Value 5
3240,Assign seriousness,2011-03-25 08:46:21,Value 8
3240,Take in charge ticket,2011-03-25 08:55:10,Value 8
3240,Resolve ticket,2011-03-25 15:06:18,Value 2
3240,Closed,2011-05-19 07:51:09,Value 5
3241,Take in charge ticket,2011-12-14 08:03:20,Value 4
3241,Resolve ticket,2011-12-14 09:07:11,Value 4
3241,Closed,2012-01-18 08:10:53,Value 5
3242,Assign seriousness,2010-08-30 11:02:28,Value 9
3242,Assign seriousness,2010-08-30 15:36:09,Value 2
3242,Take in charge ticket,2010-09-01 15:03:24,Value 11
3242,Resolve ticket,2010-09-01 15:05:55,Value 11
3242,Closed,2010-10-06 11:00:39,Value 5
3243,Assign seriousness,2010-02-09 08:47:01,Value 2
3243,Take in charge ticket,2010-03-09 15:17:24,Value 2
3243,Resolve ticket,2010-03-09 15:17:28,Value 2
3243,Closed,2010-03-24 15:17:46,Value 5
3244,Assign seriousness,2011-03-31 13:44:47,Value 2
3244,Take in charge ticket,2011-03-31 13:45:01,Value 2
3244,Resolve ticket,2011-03-31 13:47:03,Value 2
3244,Closed,2011-05-03 13:50:26,Value 5
3246,Assign seriousness,2011-05-13 13:44:44,Value 8
3246,Take in charge ticket,2011-05-13 13:45:22,Value 8
3246,Resolve ticket,2011-06-01 13:17:20,Value 2
3246,Closed,2011-07-01 13:17:55,Value 5
3247,Assign seriousness,2011-07-28 13:44:23,Value 13
3247,Take in charge ticket,2011-07-29 07:38:20,Value 13
3247,Resolve ticket,2011-08-03 07:16:36,Value 13
3247,Closed,2011-08-30 13:50:22,Value 5
3248,Assign seriousness,2012-04-23 15:22:05,Value 13
3248,Take in charge ticket,2012-04-23 15:27:36,Value 17
3248,Resolve ticket,2012-04-24 13:22:26,Value 17
3248,Closed,2012-06-06 15:30:32,Value 5
3249,Assign seriousness,2011-02-16 14:01:20,Value 8
3249,Take in charge ticket,2011-02-17 11:22:06,Value 9
3249,Resolve ticket,2011-02-18 10:14:19,Value 2
3249,Closed,2011-04-10 13:10:34,Value 5
3250,Assign seriousness,2011-04-28 10:55:40,Value 8
3250,Take in charge ticket,2011-04-28 10:55:53,Value 8
3250,Wait,2011-05-02 15:43:40,Value 8
3250,Take in charge ticket,2011-05-03 12:10:44,Value 8
3250,Resolve ticket,2011-05-03 12:13:00,Value 8
3250,Closed,2011-06-01 07:32:18,Value 5
3251,Assign seriousness,2011-11-09 13:36:06,Value 1
3251,Take in charge ticket,2011-11-09 13:39:49,Value 1
3251,Resolve ticket,2011-11-11 13:43:57,Value 1
3251,Resolve ticket,2011-11-11 13:43:57,Value 1
3251,Closed,2011-12-23 13:40:45,Value 5
3252,Assign seriousness,2011-06-16 09:18:06,Value 8
3252,Take in charge ticket,2011-07-19 07:58:36,Value 10
3252,Resolve ticket,2011-07-19 13:37:53,Value 9
3252,Closed,2011-08-03 13:38:07,Value 5
3253,Assign seriousness,2012-05-24 10:38:13,Value 1
3253,Take in charge ticket,2012-05-24 15:42:36,Value 12
3253,Resolve ticket,2012-05-24 15:43:18,Value 12
3253,Closed,2012-07-07 10:41:07,Value 5
3254,Assign seriousness,2013-09-03 14:55:46,Value 18
3254,Take in charge ticket,2013-09-03 15:00:54,Value 2
3254,Wait,2013-09-03 15:05:59,Value 18
3254,Resolve ticket,2013-09-26 09:17:13,Value 18
3254,Closed,2013-10-11 09:17:28,Value 3
3255,Assign seriousness,2011-09-19 07:15:25,Value 1
3255,Take in charge ticket,2011-09-19 07:43:15,Value 12
3255,Resolve ticket,2011-09-19 07:43:55,Value 12
3255,Closed,2011-10-22 07:20:40,Value 5
3257,Assign seriousness,2013-10-04 12:15:27,Value 18
3257,Take in charge ticket,2013-10-21 09:59:05,Value 2
3257,Resolve ticket,2013-10-21 10:05:19,Value 16
3257,Closed,2013-11-05 11:05:34,Value 3
3258,Assign seriousness,2011-08-22 07:26:23,Value 9
3258,Take in charge ticket,2011-08-22 07:26:41,Value 9
3258,Resolve ticket,2011-08-22 07:49:29,Value 9
3258,Closed,2011-10-09 07:30:57,Value 5
3259,Assign seriousness,2011-10-18 09:00:44,Value 2
3259,Take in charge ticket,2011-10-18 09:00:53,Value 2
3259,Resolve ticket,2011-10-18 09:23:13,Value 2
3259,Closed,2011-11-24 10:11:39,Value 5
3260,Assign seriousness,2012-09-25 15:58:23,Value 1
3260,Take in charge ticket,2012-10-17 08:17:40,Value 2
3260,Resolve ticket,2012-10-17 08:18:06,Value 2
3260,Closed,2012-11-01 09:18:18,Value 3
3261,Assign seriousness,2011-09-27 07:35:26,Value 1
3261,Resolve ticket,2011-09-27 15:03:58,Value 1
3261,Closed,2011-10-28 07:40:49,Value 5
3262,Assign seriousness,2011-12-02 09:54:14,Value 4
3262,Take in charge ticket,2011-12-05 14:22:53,Value 2
3262,Resolve ticket,2011-12-05 15:21:03,Value 2
3262,Closed,2012-01-04 10:00:26,Value 5
3263,Assign seriousness,2011-08-04 15:24:33,Value 2
3263,Take in charge ticket,2011-08-04 15:24:44,Value 2
3263,Resolve ticket,2011-08-04 15:26:05,Value 2
3263,Closed,2011-09-06 15:30:25,Value 5
3264,Assign seriousness,2010-07-21 09:52:47,Value 19
3264,Take in charge ticket,2010-07-29 07:42:13,Value 19
3264,Resolve ticket,2010-07-29 08:22:22,Value 19
3264,Closed,2010-08-21 10:00:19,Value 5
3265,Assign seriousness,2012-02-08 09:55:05,Value 1
3265,Take in charge ticket,2012-02-08 13:52:06,Value 10
3265,Resolve ticket,2012-02-13 11:31:45,Value 10
3265,Closed,2012-03-25 09:00:31,Value 5
3266,Assign seriousness,2012-05-10 12:36:53,Value 1
3266,Take in charge ticket,2012-05-15 15:24:39,Value 1
3266,Resolve ticket,2012-05-16 13:52:09,Value 1
3266,Closed,2012-06-12 12:40:30,Value 5
3268,Insert ticket,2010-10-05 09:49:32,Value 15
3268,Assign seriousness,2010-10-05 09:50:26,Value 15
3268,Take in charge ticket,2010-10-06 14:43:48,Value 14
3268,Resolve ticket,2010-10-15 09:24:36,Value 14
3268,Closed,2010-11-05 10:50:31,Value 5
3269,Assign seriousness,2011-06-22 12:33:44,Value 8
3269,Assign seriousness,2011-06-22 12:34:07,Value 8
3269,Take in charge ticket,2011-06-22 13:07:02,Value 17
3269,Resolve ticket,2011-06-22 13:07:33,Value 17
3269,Closed,2011-08-05 12:40:27,Value 5
3270,Assign seriousness,2011-09-05 09:20:21,Value 12
3270,Resolve ticket,2011-09-08 13:59:19,Value 10
3270,Closed,2011-10-06 09:31:38,Value 5
3271,Assign seriousness,2012-08-07 09:00:23,Value 4
3271,Take in charge ticket,2012-08-07 15:01:02,Value 4
3271,Resolve ticket,2012-08-09 08:55:38,Value 4
3271,Closed,2012-09-12 09:10:55,Value 5
3272,Assign seriousness,2012-05-16 13:02:42,Value 9
3272,Take in charge ticket,2012-05-18 14:24:04,Value 9
3272,Resolve ticket,2012-05-23 10:00:26,Value 9
3272,Closed,2012-07-01 13:10:41,Value 5
3273,Assign seriousness,2012-03-30 14:58:18,Value 1
3273,Take in charge ticket,2012-03-30 14:58:35,Value 1
3273,Resolve ticket,2012-04-02 08:20:14,Value 1
3273,Closed,2012-05-17 15:01:05,Value 5
3274,Assign seriousness,2013-10-01 08:57:10,Value 2
3274,Take in charge ticket,2013-10-01 12:33:41,Value 2
3274,Wait,2013-10-09 09:38:26,Value 2
3274,Resolve ticket,2013-11-08 09:14:49,Value 2
3274,Closed,2013-11-23 09:15:09,Value 3
3275,Assign seriousness,2011-01-31 08:01:29,Value 8
3275,Assign seriousness,2011-01-31 10:44:01,Value 2
3275,Take in charge ticket,2011-01-31 10:44:06,Value 2
3275,Resolve ticket,2011-02-03 14:51:41,Value 14
3275,Closed,2011-03-09 08:11:02,Value 5
3276,Assign seriousness,2012-05-28 07:00:49,Value 1
3276,Take in charge ticket,2012-05-29 10:44:10,Value 2
3276,Wait,2012-06-01 09:11:44,Value 2
3276,Resolve ticket,2012-06-01 10:38:18,Value 2
3276,Closed,2012-06-28 08:30:20,Value 5
3277,Assign seriousness,2010-09-20 16:21:07,Value 14
3277,Take in charge ticket,2010-09-20 16:21:38,Value 14
3277,Resolve ticket,2010-09-20 16:23:15,Value 14
3277,Closed,2010-11-18 17:00:29,Value 5
3279,Assign seriousness,2011-11-28 14:28:58,Value 1
3279,Take in charge ticket,2011-12-02 16:18:36,Value 13
3279,Resolve ticket,2012-01-09 14:32:30,Value 10
3279,Resolve ticket,2012-01-09 14:32:31,Value 10
3279,Closed,2012-01-24 14:32:49,Value 5
3280,Assign seriousness,2012-05-21 07:16:17,Value 1
3280,Take in charge ticket,2012-05-21 07:16:36,Value 1
3280,Resolve ticket,2012-05-21 07:21:28,Value 9
3280,Closed,2012-06-21 07:20:27,Value 5
3281,Assign seriousness,2011-08-16 07:30:47,Value 9
3281,Take in charge ticket,2011-09-02 08:41:40,Value 2
3281,Resolve ticket,2011-09-12 09:00:24,Value 2
3281,Closed,2011-09-27 09:00:43,Value 5
3282,Assign seriousness,2012-01-05 16:58:54,Value 1
3282,Take in charge ticket,2012-01-09 08:17:49,Value 4
3282,Resolve ticket,2012-01-09 09:22:16,Value 4
3282,Closed,2012-02-07 17:00:25,Value 5
3283,Assign seriousness,2011-01-18 16:32:02,Value 14
3283,Take in charge ticket,2011-01-18 16:43:29,Value 14
3283,Resolve ticket,2011-01-21 14:20:57,Value 14
3283,Take in charge ticket,2011-01-21 16:26:59,Value 8
3283,Resolve ticket,2011-01-28 16:51:13,Value 14
3283,Closed,2011-03-05 16:40:35,Value 5
3284,Assign seriousness,2012-06-13 10:53:20,Value 2
3284,Take in charge ticket,2012-06-15 07:28:46,Value 9
3284,Resolve ticket,2012-06-18 13:16:49,Value 9
3284,Closed,2012-07-14 11:00:28,Value 5
3285,Assign seriousness,2010-10-26 13:02:42,Value 7
3285,Take in charge ticket,2010-10-29 06:45:20,Value 2
3285,Resolve ticket,2010-10-29 09:56:31,Value 2
3285,Closed,2010-11-27 14:10:24,Value 5
3286,Assign seriousness,2012-10-18 09:03:20,Value 13
3286,Take in charge ticket,2012-10-18 10:50:05,Value 2
3286,Take in charge ticket,2012-10-19 10:12:44,Value 4
3286,Resolve ticket,2012-11-06 10:55:48,Value 13
3286,Closed,2012-11-21 10:56:00,Value 3
3287,Assign seriousness,2011-06-24 10:17:46,Value 9
3287,Take in charge ticket,2011-06-27 07:14:43,Value 8
3287,Resolve ticket,2011-06-27 07:16:43,Value 8
3287,Take in charge ticket,2011-06-27 07:28:56,Value 8
3287,Resolve ticket,2011-06-27 13:35:53,Value 2
3287,Closed,2011-08-07 10:20:34,Value 5
3288,Assign seriousness,2011-04-21 14:47:11,Value 8
3288,Take in charge ticket,2011-04-21 14:50:00,Value 8
3288,Wait,2011-04-26 10:35:22,Value 13
3288,Take in charge ticket,2011-05-03 10:38:24,Value 13
3288,Resolve ticket,2011-05-03 10:38:34,Value 13
3288,Closed,2011-05-31 14:50:19,Value 5
3288,Closed,2011-05-31 14:50:19,Value 5
3290,Assign seriousness,2011-03-09 08:52:18,Value 8
3290,Take in charge ticket,2011-03-09 08:54:20,Value 8
3290,Take in charge ticket,2011-03-09 09:10:53,Value 8
3290,Take in charge ticket,2011-03-09 16:43:26,Value 8
3290,Wait,2011-03-10 13:18:44,Value 9
3290,Take in charge ticket,2011-04-01 09:28:05,Value 9
3290,Resolve ticket,2011-04-01 09:28:32,Value 9
3290,Closed,2011-04-16 09:28:54,Value 5
3291,Assign seriousness,2012-07-18 07:05:01,Value 1
3291,Assign seriousness,2012-07-18 07:09:13,Value 4
3291,Take in charge ticket,2012-07-18 08:05:33,Value 4
3291,Resolve ticket,2012-07-18 13:15:59,Value 4
3291,Closed,2012-09-02 07:10:47,Value 5
3292,Assign seriousness,2011-10-17 07:09:05,Value 1
3292,Assign seriousness,2011-10-17 12:14:28,Value 15
3292,Take in charge ticket,2011-10-17 12:14:36,Value 15
3292,Resolve ticket,2011-10-18 07:39:27,Value 15
3292,Closed,2011-11-17 08:10:24,Value 5
3293,Assign seriousness,2013-02-21 13:17:48,Value 1
3293,Take in charge ticket,2013-02-28 15:21:16,Value 2
3293,Require upgrade,2013-02-28 15:21:26,Value 9
3293,Require upgrade,2013-02-28 15:21:27,Value 9
3293,Resolve ticket,2013-03-22 11:44:34,Value 1
3293,Resolve ticket,2013-03-22 11:44:34,Value 1
3293,Closed,2013-04-06 10:44:45,Value 3
3294,Assign seriousness,2012-02-02 15:57:25,Value 4
3294,Take in charge ticket,2012-02-03 13:29:53,Value 13
3294,Resolve ticket,2012-02-06 10:05:28,Value 13
3294,Closed,2012-03-21 16:00:36,Value 5
3295,Assign seriousness,2010-12-09 10:37:47,Value 8
3295,Take in charge ticket,2010-12-10 15:53:45,Value 2
3295,Resolve ticket,2010-12-10 15:59:27,Value 2
3295,Closed,2011-01-26 10:40:41,Value 5
3296,Assign seriousness,2011-03-08 15:24:32,Value 8
3296,Take in charge ticket,2011-03-08 15:24:56,Value 8
3296,Wait,2011-03-09 11:31:20,Value 2
3296,Take in charge ticket,2011-03-09 12:07:54,Value 2
3296,Resolve ticket,2011-03-09 12:08:03,Value 2
3296,Closed,2011-04-30 14:52:44,Value 5
3297,Assign seriousness,2010-04-20 14:22:14,Value 2
3297,Take in charge ticket,2010-04-21 13:06:28,Value 2
3297,Resolve ticket,2010-04-21 13:06:45,Value 2
3297,Closed,2010-05-21 14:30:12,Value 5
3298,Assign seriousness,2011-11-21 10:57:57,Value 1
3298,Take in charge ticket,2011-11-21 11:20:43,Value 13
3298,Resolve ticket,2011-11-21 11:59:31,Value 1
3298,Closed,2011-12-22 11:00:36,Value 5
3299,Assign seriousness,2011-10-21 10:54:37,Value 1
3299,Take in charge ticket,2011-10-21 14:00:18,Value 6
3299,Resolve ticket,2011-11-08 08:58:24,Value 6
3299,Closed,2011-11-23 08:58:39,Value 5
3301,Assign seriousness,2012-05-23 09:22:05,Value 1
3301,Take in charge ticket,2012-05-23 10:06:20,Value 12
3301,Resolve ticket,2012-05-23 10:10:45,Value 12
3301,Closed,2012-06-23 09:30:31,Value 5
3302,Assign seriousness,2012-05-17 09:55:27,Value 1
3302,Take in charge ticket,2012-05-18 14:24:23,Value 13
3302,Resolve ticket,2012-05-29 10:21:16,Value 13
3302,Closed,2012-06-19 10:00:28,Value 5
3303,Assign seriousness,2011-02-17 16:17:27,Value 8
3303,Take in charge ticket,2011-02-17 16:17:51,Value 8
3303,Resolve ticket,2011-02-28 09:38:43,Value 2
3303,Closed,2011-04-02 15:21:20,Value 5
3304,Assign seriousness,2010-12-30 14:32:12,Value 13
3304,Take in charge ticket,2011-01-11 14:44:23,Value 14
3304,Resolve ticket,2011-01-11 14:45:21,Value 14
3304,Closed,2011-02-01 14:40:32,Value 5
3305,Assign seriousness,2013-04-24 10:46:12,Value 14
3305,Take in charge ticket,2013-05-09 07:37:13,Value 2
3305,Wait,2013-05-10 07:28:04,Value 4
3305,Resolve ticket,2013-05-10 10:03:46,Value 4
3305,Closed,2013-05-25 10:04:03,Value 3
3306,Assign seriousness,2010-11-10 16:37:06,Value 2
3306,Take in charge ticket,2010-11-10 16:38:54,Value 2
3306,Wait,2010-11-15 10:28:11,Value 7
3306,Take in charge ticket,2010-11-15 10:28:21,Value 7
3306,Wait,2010-11-15 10:29:23,Value 7
3306,Take in charge ticket,2010-11-15 14:09:03,Value 7
3306,Resolve ticket,2010-11-15 14:09:11,Value 7
3306,Closed,2010-12-30 14:09:37,Value 5
3307,Assign seriousness,2012-12-18 13:56:53,Value 1
3307,Take in charge ticket,2013-01-02 15:51:58,Value 1
3307,Wait,2013-01-03 08:24:18,Value 1
3307,Resolve ticket,2013-01-11 16:50:35,Value 1
3307,Closed,2013-01-26 16:50:51,Value 3
3308,Assign seriousness,2010-07-09 15:17:19,Value 19
3308,Take in charge ticket,2010-07-14 14:34:30,Value 19
3308,Resolve ticket,2010-07-14 14:54:34,Value 19
3308,Closed,2010-08-26 15:20:30,Value 5
3309,Insert ticket,2010-04-29 15:19:12,Value 11
3309,Assign seriousness,2010-04-29 15:19:26,Value 11
3309,Take in charge ticket,2010-04-30 15:02:27,Value 11
3309,Resolve ticket,2010-05-04 07:20:04,Value 11
3309,Closed,2010-06-03 15:20:49,Value 5
3310,Assign seriousness,2012-05-25 09:08:50,Value 2
3310,Take in charge ticket,2012-05-25 13:20:15,Value 9
3310,Resolve ticket,2012-05-28 10:22:55,Value 9
3310,Closed,2012-07-12 09:10:31,Value 5
3312,Assign seriousness,2011-11-17 10:20:43,Value 1
3312,Take in charge ticket,2011-11-17 10:24:48,Value 13
3312,Resolve ticket,2011-11-17 14:44:29,Value 13
3312,Closed,2011-12-20 10:30:22,Value 5
3313,Assign seriousness,2010-09-03 07:56:15,Value 7
3313,Take in charge ticket,2010-09-09 08:51:40,Value 14
3313,Resolve ticket,2010-09-09 08:52:05,Value 14
3313,Take in charge ticket,2010-09-09 08:53:08,Value 14
3313,Resolve ticket,2010-09-09 15:55:18,Value 14
3313,Take in charge ticket,2010-09-14 10:13:11,Value 14
3313,Create SW anomaly,2010-09-27 15:59:38,Value 2
3313,Resolve ticket,2010-10-13 16:02:09,Value 14
3313,Closed,2010-10-28 16:02:25,Value 5
3314,Assign seriousness,2011-06-01 14:47:06,Value 8
3314,Take in charge ticket,2011-06-01 14:47:35,Value 8
3314,Resolve ticket,2011-06-06 08:44:50,Value 8
3314,Closed,2011-07-23 14:50:49,Value 5
3315,Assign seriousness,2013-06-21 10:08:21,Value 1
3315,Take in charge ticket,2013-06-27 08:34:19,Value 2
3315,Wait,2013-07-08 07:06:32,Value 2
3315,Resolve ticket,2013-07-09 14:39:57,Value 2
3315,Closed,2013-07-24 14:40:08,Value 3
3316,Assign seriousness,2011-09-19 12:38:09,Value 1
3316,Take in charge ticket,2011-09-21 08:31:23,Value 13
3316,Resolve ticket,2011-10-07 10:59:38,Value 13
3316,Closed,2011-10-22 10:59:53,Value 5
3317,Assign seriousness,2011-02-22 17:14:10,Value 9
3317,Take in charge ticket,2011-02-23 15:32:16,Value 13
3317,Resolve ticket,2011-02-23 15:32:25,Value 13
3317,Closed,2011-04-07 16:00:35,Value 5
3318,Assign seriousness,2012-06-05 09:50:29,Value 1
3318,Take in charge ticket,2012-06-05 09:50:45,Value 1
3318,Resolve ticket,2012-06-05 10:31:21,Value 4
3318,Closed,2012-07-13 10:00:26,Value 5
3319,Assign seriousness,2011-09-21 15:23:23,Value 1
3319,Assign seriousness,2011-09-22 08:21:33,Value 1
3319,Take in charge ticket,2011-09-22 09:30:10,Value 1
3319,Resolve ticket,2011-09-22 09:30:20,Value 1
3319,Closed,2011-11-04 16:30:25,Value 5
3320,Assign seriousness,2011-06-22 07:43:20,Value 8
3320,Assign seriousness,2011-06-22 07:43:59,Value 8
3320,Take in charge ticket,2011-06-22 10:06:02,Value 8
3320,Resolve ticket,2011-06-22 10:09:31,Value 8
3320,Closed,2011-07-23 07:50:17,Value 5
3321,Assign seriousness,2012-01-12 16:46:38,Value 4
3321,Take in charge ticket,2012-01-12 16:59:28,Value 4
3321,Resolve ticket,2012-01-13 08:24:54,Value 4
3321,Closed,2012-02-29 16:50:32,Value 5
3323,Assign seriousness,2010-09-16 14:49:34,Value 9
3323,Take in charge ticket,2010-09-16 15:55:33,Value 9
3323,Resolve ticket,2010-09-16 15:55:57,Value 9
3323,Closed,2010-10-30 14:51:56,Value 5
3324,Assign seriousness,2010-12-14 11:51:17,Value 9
3324,Take in charge ticket,2010-12-17 11:10:03,Value 2
3324,Resolve ticket,2010-12-17 11:11:35,Value 2
3324,Closed,2011-01-27 12:00:39,Value 5
3325,Assign seriousness,2013-04-05 16:33:35,Value 1
3325,Take in charge ticket,2013-04-23 09:42:40,Value 2
3325,Require upgrade,2013-04-23 09:42:54,Value 4
3325,Resolve ticket,2013-05-07 09:39:59,Value 4
3325,Closed,2013-05-22 09:40:18,Value 3
3326,Assign seriousness,2010-09-10 13:08:22,Value 14
3326,Take in charge ticket,2010-09-10 15:04:17,Value 2
3326,Take in charge ticket,2010-09-10 15:04:58,Value 2
3326,Take in charge ticket,2010-09-10 15:52:35,Value 2
3326,Wait,2010-09-27 10:44:22,Value 14
3326,Take in charge ticket,2010-10-11 09:08:03,Value 14
3326,Resolve ticket,2010-10-11 09:08:21,Value 14
3326,Closed,2010-10-26 09:08:32,Value 5
3327,Assign seriousness,2011-03-08 13:11:42,Value 8
3327,Assign seriousness,2011-03-08 13:11:58,Value 8
3327,Take in charge ticket,2011-03-08 14:25:36,Value 2
3327,Wait,2011-03-10 14:42:18,Value 9
3327,Take in charge ticket,2011-03-10 16:51:42,Value 9
3327,Resolve ticket,2011-03-10 16:53:12,Value 9
3327,Closed,2011-04-09 15:53:35,Value 5
3328,Assign seriousness,2012-02-16 10:45:32,Value 13
3328,Take in charge ticket,2012-02-16 10:45:41,Value 13
3328,Wait,2012-02-16 10:46:23,Value 13
3328,Resolve ticket,2012-02-16 11:19:37,Value 13
3328,Closed,2012-03-22 11:21:26,Value 5
3329,Assign seriousness,2011-05-06 07:55:49,Value 8
3329,Take in charge ticket,2011-05-06 07:56:02,Value 8
3329,Resolve ticket,2011-05-06 08:55:40,Value 8
3329,Closed,2011-06-08 08:00:33,Value 5
3330,Assign seriousness,2010-11-17 11:26:41,Value 2
3330,Take in charge ticket,2010-11-17 11:37:59,Value 2
3330,Resolve ticket,2010-11-17 11:43:20,Value 2
3330,Closed,2010-12-31 11:30:44,Value 5
3331,Assign seriousness,2011-12-23 10:46:09,Value 1
3331,Take in charge ticket,2011-12-23 15:42:01,Value 9
3331,Resolve ticket,2011-12-23 16:09:18,Value 9
3331,Closed,2012-02-05 10:51:16,Value 5
3332,Assign seriousness,2012-01-20 11:18:12,Value 2
3332,Take in charge ticket,2012-01-20 11:18:21,Value 2
3332,Resolve ticket,2012-01-23 08:06:26,Value 2
3332,Closed,2012-03-08 11:20:30,Value 5
3336,Assign seriousness,2011-12-01 08:13:46,Value 4
3336,Take in charge ticket,2011-12-01 08:24:02,Value 6
3336,Resolve ticket,2011-12-01 14:08:56,Value 6
3336,Closed,2012-01-20 08:20:38,Value 5
3337,Assign seriousness,2012-04-26 13:02:41,Value 1
3337,Take in charge ticket,2012-04-26 13:05:24,Value 10
3337,Resolve ticket,2012-04-27 08:02:42,Value 4
3337,Closed,2012-05-29 13:10:16,Value 5
3338,Assign seriousness,2011-07-21 13:44:42,Value 9
3338,Take in charge ticket,2011-08-03 07:18:24,Value 2
3338,Resolve ticket,2011-08-05 14:23:46,Value 2
3338,Closed,2011-09-02 13:50:24,Value 5
3339,Assign seriousness,2011-01-20 11:14:36,Value 14
3339,Assign seriousness,2011-02-01 11:25:42,Value 14
3339,Take in charge ticket,2011-02-01 11:26:01,Value 14
3339,Resolve ticket,2011-02-01 14:04:02,Value 16
3339,Closed,2011-03-05 11:20:26,Value 5
3340,Take in charge ticket,2012-12-13 08:27:38,Value 1
3340,Resolve ticket,2013-01-08 14:39:44,Value 13
3340,Resolve ticket,2013-01-08 14:39:45,Value 13
3340,Closed,2013-01-23 14:39:56,Value 3
3341,Assign seriousness,2011-09-14 07:59:52,Value 1
3341,Take in charge ticket,2011-09-26 13:33:27,Value 9
3341,Wait,2011-09-27 13:34:48,Value 9
3341,Resolve ticket,2011-09-28 08:58:48,Value 9
3341,Closed,2011-10-15 13:20:29,Value 5
3342,Assign seriousness,2013-10-25 15:58:19,Value 9
3342,Take in charge ticket,2013-10-29 15:21:07,Value 14
3342,Wait,2013-10-31 13:27:47,Value 20
3342,Take in charge ticket,2013-11-06 16:02:21,Value 18
3342,Wait,2013-11-06 16:25:02,Value 2
3342,Resolve ticket,2013-11-14 15:18:40,Value 1
3342,Closed,2013-11-29 15:19:01,Value 3
3343,Assign seriousness,2012-05-25 07:13:03,Value 1
3343,Take in charge ticket,2012-05-25 13:19:52,Value 9
3343,Wait,2012-05-28 08:35:02,Value 9
3343,Resolve ticket,2012-05-29 08:40:15,Value 9
3343,Closed,2012-07-13 07:30:47,Value 5
3344,Assign seriousness,2010-04-02 12:37:23,Value 2
3344,Take in charge ticket,2010-04-27 08:07:43,Value 2
3344,Wait,2010-04-27 08:45:55,Value 2
3344,Take in charge ticket,2010-04-28 14:45:48,Value 2
3344,Resolve ticket,2010-04-28 14:53:24,Value 2
3344,Closed,2010-05-13 14:53:44,Value 5
3345,Assign seriousness,2013-01-28 14:27:08,Value 4
